Wavenumbercm-1,02:30:15
3000,0.0283085418211727
2996,0.0336365159640332
2992,0.0413063925381108
2988,0.047902455035444
2984,0.050534665078443
2980,0.04955474258752
2976,0.0465671368391349
2972,0.0423469953501124
2968,0.037247570183664
2964,0.0323513841506931
2960,0.0287939237390893
2956,0.0264754609444004
2952,0.0251004932799935
2948,0.0252801848353256
2944,0.0270716307424648
2940,0.0287884576903528
2936,0.0287065580864722
2932,0.0271638260047951
2928,0.0256411815258848
2924,0.0243597164424171
2920,0.0225089827032537
2916,0.0204654848965627
2912,0.0195407467837205
2908,0.019875923988239
2904,0.0201729399741908
2900,0.0195617357957395
2896,0.018697382778473
2892,0.0186149923305776
2888,0.0194114583228204
2884,0.0203311710882281
2880,0.0205775990479055
2876,0.019932264591289
2872,0.0188848924290024
2868,0.0181616565745827
2864,0.0180177899293801
2860,0.018004564448799
2856,0.017548042134256
2852,0.0166443534746525
2848,0.0157790683774961
2844,0.0152977138449868
2840,0.0151683315271893
2836,0.0151530489889397
2832,0.0150294680588075
2828,0.0147619969519075
2824,0.0144916627802029
2820,0.0142760502324325
2816,0.0139066955183148
2812,0.0131336688501742
2808,0.0120806674676862
2804,0.0111120284375679
2800,0.0103558611219414
2796,0.00975217345074373
2792,0.00942924105181709
2788,0.00960141261377514
2784,0.0100890339317746
2780,0.0103929041991629
2776,0.0102804378389692
2772,0.00993209484606738
2768,0.0095649906527639
2764,0.00923700421885144
2760,0.00903711343627361
2756,0.00909336032894684
2752,0.00930655486367463
2748,0.00941030657324905
2744,0.00934952559722081
2740,0.00931639893391396
2736,0.00938500170500316
2732,0.00945846998819284
2728,0.00957204783128754
2724,0.00988389829418565
2720,0.0103227105372885
2716,0.0106035862151732
2712,0.010608034172084
2708,0.0104964724763899
2704,0.0105308707227207
2700,0.0109643624482378
2696,0.0119739848201895
2692,0.0133394757807123
2688,0.0142658716984453
2684,0.0140076005011102
2680,0.0127402679293328
2676,0.0114155453779609
2672,0.0106774570142873
2668,0.0103467683599667
2664,0.00998168582186713
2660,0.00949809376293858
2656,0.00908518600354201
2652,0.00885862671132226
2648,0.00883391203496364
2644,0.00900580214059962
2640,0.00928863566791798
2636,0.00952252485229674
2632,0.00971543728184654
2628,0.0101068326236729
2624,0.0107858360362532
2620,0.0114610741627985
2616,0.0117575596955698
2612,0.0116257586129454
2608,0.011349740628969
2604,0.0111824158374544
2600,0.0112124547484094
2596,0.0114629709618569
2592,0.0118728223481445
2588,0.012302086805895
2584,0.0126460140662222
2580,0.0129145228946757
2576,0.0131988552819573
2572,0.0135530549578628
2568,0.0139604530769504
2564,0.014412945682965
2560,0.0151135178902461
2556,0.0164598822156398
2552,0.0187055953827388
2548,0.0216410840468407
2544,0.02480376493567
2540,0.0277548082977593
2536,0.0299300032125589
2532,0.0308154967801328
2528,0.0303994523710239
2524,0.0288684862420225
2520,0.0263956570488592
2516,0.0235172349389142
2512,0.0209236125135445
2508,0.0189158074409714
2504,0.0174726633432724
2500,0.0165124861311128
2496,0.0159275355714552
2492,0.0155627126054667
2488,0.0152428137323843
2484,0.0148467130213578
2480,0.0143919278837532
2476,0.0140896897965252
2472,0.0141304729591026
2468,0.0143601667859703
2464,0.0144469782788397
2460,0.0143614594007271
2456,0.014427880836941
2452,0.014829491233587
2448,0.0152913077515217
2444,0.0154786086200325
2440,0.0154167920126901
2436,0.0153902717701255
2432,0.0155682394918286
2428,0.015913471616157
2424,0.0163715352857231
2420,0.0168859946689741
2416,0.0172948963157348
2412,0.0173737226981581
2408,0.0170225065279077
2404,0.0163985100223294
2400,0.015781134500572
2396,0.0153283356686664
2392,0.0150311199666002
2388,0.014823477618455
2384,0.0146965283542975
2380,0.0146266676472205
2376,0.0144219790058211
2372,0.0138314390570474
2368,0.0129437391558839
2364,0.0122836568658698
2360,0.0122385226515245
2356,0.0125346334637274
2352,0.0127780422387447
2348,0.0129968412632901
2344,0.0133871803672555
2340,0.0139882261666549
2336,0.0147697033706569
2332,0.0158694590854938
2328,0.0173975743849829
2324,0.0192271152970362
2320,0.0213258446147311
2316,0.0239370777336081
2312,0.026890192689109
2308,0.0290207634551179
2304,0.02908175813644
2300,0.0270717014585996
2296,0.0241158766120679
2292,0.0212045752120104
2288,0.0185106641710802
2284,0.0160250352208608
2280,0.0141905984943063
2276,0.0134035714363155
2272,0.0134010391849132
2268,0.0140123689405744
2264,0.0157182224288061
2260,0.0184707685313765
2256,0.0207636834633317
2252,0.0209002098982658
2248,0.0187650189378691
2244,0.0158177467870139
2240,0.0134434860613118
2236,0.0119982717092439
2232,0.0113216445556742
2228,0.0112160664098816
2224,0.0114189154218701
2220,0.0117906086515196
2216,0.0123428194181035
2212,0.0129282629064371
2208,0.0132716654246636
2204,0.0133629524450479
2200,0.0134121002234684
2196,0.013360406186903
2192,0.0129638295632844
2188,0.0124173837575439
2184,0.0122506127198237
2180,0.0124990345885163
2176,0.0126591248942393
2172,0.0126325531012573
2168,0.013028260879613
2164,0.0142504587500109
2160,0.0158371410054023
2156,0.0170972175622748
2152,0.01746962216101
2148,0.0168324651666324
2144,0.0156864570477346
2140,0.0148258174104743
2136,0.0146260997070807
2132,0.0146028348262635
2128,0.014183139878094
2124,0.0134591380082891
2120,0.0127881391722291
2116,0.012181609462248
2112,0.0114644866578854
2108,0.010806662898762
2104,0.0105714639937457
2100,0.0106254079551857
2096,0.0105069559407092
2092,0.0102724459639004
2088,0.0103106051374703
2084,0.01051188054402
2080,0.0104391108973619
2076,0.0102625615390157
2072,0.0105869283580089
2068,0.011328558297776
2064,0.0117475880904561
2060,0.0117012171597957
2056,0.0117324011948756
2052,0.0118587162187994
2048,0.0114234467657938
2044,0.0104350145736212
2040,0.00988253955925522
2036,0.0102040754287133
2032,0.0105949302469213
2028,0.0108013519631208
2024,0.0114360891903766
2020,0.0122198053380031
2016,0.0122154809664604
2012,0.0116551070523755
2008,0.0115158659596277
2004,0.0118227145825975
2000,0.0117657560647564
1996,0.0113690299312195
1992,0.0111345444887079
1988,0.0108196907075367
1984,0.00993782230096705
1980,0.00909308913634636
1976,0.00949978785255567
1972,0.0107724782792782
1968,0.0112700295730486
1964,0.0111484627512456
1960,0.0116543391733601
1956,0.0125798021414328
1952,0.0129029775169084
1948,0.0127189558653678
1944,0.0126643833619258
1940,0.0126265166929834
1936,0.0121033865124716
1932,0.0113671854014833
1928,0.0110660831174934
1924,0.0111497646471072
1920,0.0110719036193051
1916,0.0108492481956548
1912,0.0108847619540744
1908,0.0110808916098855
1904,0.0110770464499302
1900,0.0110628309611356
1896,0.0114299015916761
1892,0.0118973858844556
1888,0.0118895725333862
1884,0.0115768015541954
1880,0.0115822452295653
1876,0.0119583941512325
1872,0.012195503423186
1868,0.0120809591085848
1864,0.011863430044874
1860,0.0116951389015997
1856,0.0115671519901634
1852,0.011669515611166
1848,0.0121692584588457
1844,0.0127464087012133
1840,0.0131118429272187
1836,0.0136941695461487
1832,0.0150075393866776
1828,0.0168619675453901
1824,0.0189109964460446
1820,0.0214484916993171
1816,0.0244337177180959
1812,0.0265395800180635
1808,0.0264394245868607
1804,0.0244118899908886
1800,0.0218969967837731
1796,0.0199140121589903
1792,0.0183881900990674
1788,0.0171422093286728
1784,0.0165738177926459
1780,0.0169361334200038
1776,0.0179068372702579
1772,0.0191579914753895
1768,0.0206393586363135
1764,0.0221549485972261
1760,0.0236508313430348
1756,0.0259885186337556
1752,0.0304192358202426
1748,0.0370828321686342
1744,0.0453960875043095
1740,0.0556578002052321
1736,0.0672022468237732
1732,0.0759931220453873
1728,0.0790819884162618
1724,0.0774592039124249
1720,0.0722885686027793
1716,0.0647178819533816
1712,0.058039984982728
1708,0.0547511444187172
1704,0.0535142578315852
1700,0.0511816533440932
1696,0.0469926986450348
1692,0.0422009144570766
1688,0.0363275704356791
1684,0.0294805123344998
1680,0.0235544023891212
1676,0.0193560646281843
1672,0.0161024052578952
1668,0.0134004628887312
1664,0.0116665785482445
1660,0.0110402853419839
1656,0.0111815637360495
1652,0.011664914535412
1648,0.0121760672285184
1644,0.0127082970694639
1640,0.0135027713760429
1636,0.0147713387409194
1632,0.0164882497369411
1628,0.0184876287407528
1624,0.0207066084597406
1620,0.0229306253876976
1616,0.0244881326290768
1612,0.0250212367523068
1608,0.0249852129199287
1604,0.0247942408743967
1600,0.0244480436884712
1596,0.0238332285478179
1592,0.0230225929428131
1588,0.0223303863588882
1584,0.0220799616156656
1580,0.0223601048809258
1576,0.0229461084869564
1572,0.0234830628009581
1568,0.0239867797889592
1564,0.0249317555606212
1560,0.0266083707565017
1556,0.0283094815959087
1552,0.0291622448448878
1548,0.0295227168457051
1544,0.0300690956525532
1540,0.0308326500350946
1536,0.0313358061849205
1532,0.031792773510839
1528,0.0329269509781692
1524,0.0347262755206679
1520,0.0360049886954602
1516,0.0358947939070763
1512,0.0349287346019639
1508,0.0337423105246295
1504,0.0330506488907838
1500,0.0335381960332591
1496,0.0351433598600975
1492,0.0372220970316294
1488,0.0393370001680344
1484,0.0422976450528551
1480,0.0476995663162194
1476,0.0551299938461327
1472,0.0604147584351976
1468,0.0615361372621427
1464,0.0618202765748062
1460,0.0641803051229627
1456,0.0679198284409274
1452,0.0700746070443277
1448,0.0698603498100685
1444,0.0683602141653261
1440,0.0665212517258869
1436,0.0661669503586114
1432,0.0694532782351711
1428,0.0756863814127185
1424,0.0805046853588737
1420,0.0790332586543168
1416,0.0716194942455504
1412,0.063134106085892
1408,0.0569326250152955
1404,0.0537693732799823
1400,0.0535698655352702
1396,0.0556783063433465
1392,0.0577718516333971
1388,0.0574957564041454
1384,0.0555628676396215
1380,0.0538468713932526
1376,0.0527916915588541
1372,0.0513838026882461
